Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Nam,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufactur,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
1952075-5,"coil,160b connector housing-type3",ZFRT,,AEO,Z130,84304135,,E951,PH10,,A,C,N,0943,,,43061,,AEO,101,IN,B,,,,,AUT SHIRWAL TESOG,,K27,,3,,1952075-5,PC,135,0,0,111.85,0,0.00,0,0.000,0.000,05/20/2025,06/11/2025,
1-2236520-1,"lever, female housing, 80 way",ZHLB,,AL2,Z120,86171110,,M638,PH10,,A,C,N,0943,,,43069,,AL2,101,HU,C,,,,,AUT SHIRWAL TESOG,,NAC,,,,1-2236520-1,PC,"3,600",0,0,806.41,0,0.00,0,0.000,0.000,07/13/2025,07/16/2025,
1337245-3,hsg assy dia 1.5mm socketlatch,ZHLB,,AEO,Z120,83987993,,J653,PH10,,A,C,X,0943,,,42044,,ADN,284,IN,C,,,,,AUT SHIRWAL TESOG,,J93,,,,1337245-3,PC,"20,000",0,0,4493.74,0,0.00,0,0.000,0.000,05/19/2025,08/01/2025,
2208944-1,"sensor cpl, p444,,assy",ZFRT,,AEO,Z130,86737510,,YC43,PH10,,A,C,N,0943,,,42262,,ADN,305,IN,C,,,,,AUT SHIRWAL TESOG,,P74,,7,,2208944-1,PC,"1,200",0,0,1796.25,0,0.00,0,0.000,0.000,06/26/2025,07/08/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,86335864,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,40,0,0,365.2,"15,000",0.00,0,0.000,0.000,06/20/2025,07/03/2025,
1337352-1,e3 receptacle conn. assy.,ZFRT,,AEO,Z100,82392412,,J968,PH10,,A,C,X,0943,,,42054,,ADN,284,IN,E,,,,,AUT SHIRWAL TESOG,,H83,,,,1337352-1,PC,"19,200",0,0,6971.91,0,0.00,0,0.000,0.000,04/26/2025,07/10/2025,
1952024-1,p202 hall sensor cps- cable assy,ZFRT,,AEO,Z200,6502701114,,Y370,SY10,,C,X,X,1271,,,42260,,ADN,305,IN,B,,,,,AUT SHIRWAL TESOG,,P72,,,,1952024-1,PC,300,0,0,1166.6,0,0.00,0,0.000,0.000,11/14/2014,03/22/2021,
1564004-3,"6pos,tab 1.00x0.64,tab hsg,assy",ZFRT,,ADO,Z120,81913525,,M127,,,B,,N,0943,,,43166,,ADN,101,IN,A,W,,,3052025,AUT SHIRWAL TESOG,,N26,,,,,PC,"1,100",0,0,435.38,0,0.00,0,0.000,0.000,04/21/2025,06/19/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,84010276,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,360,0,0,3286.81,"15,000",2.00,0,0.000,0.000,05/17/2025,07/28/2025,
2236956-4,6pos mqs tab cod d,ZFRT,,AND,Z100,86738215,,M133,PH10,,B,C,N,0943,,,43169,,AND,101,CZ,A,,,,,AUT KURIM TESOG,,N02,,1,,2236956-4,PC,"7,000",0,0,365.13,0,0.00,0,0.000,0.000,07/01/2025,07/03/2025,
2236082-4,4pos mqs tab,ZFRT,,AND,Z100,86530737,,M133,PH10,,B,C,N,0943,,,43169,,AND,101,CZ,A,,,,,AUT KURIM TESOG,,N02,,1,,2236082-4,PC,"22,000",0,0,648.81,0,0.00,0,0.000,0.000,07/01/2025,07/04/2025,
1719040-1,8pos get male connector w. 3 sb's,ZFRT,,AEO,Z130,83750156,,M634,PH10,,A,C,X,0943,,,43071,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,NAA,,2,,1719040-1,PC,"1,296",0,0,946.5,0,0.00,0,0.000,0.000,05/14/2025,07/24/2025,
2-2236516-1,"80pos,0.64 gener. y,rec hsg,assy,sld",ZFRT,,ADO,Z120,87254998,,M638,PH10,,A,C,N,0943,,,43069,,ADN,101,IN,G,,,,,AUT SHIRWAL TESOG,,NAC,,2,,2-2236516-1,PC,480,0,0,637.14,0,0.00,0,0.000,0.000,07/05/2025,07/17/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,83934210,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,40,0,0,365.2,"15,000",0.00,0,0.000,0.000,05/16/2025,07/28/2025,
1-1718624-2,2 pos hsg amp mcp 2.8 assy,ZFRT,,AEO,Z100,80607677,,M105,PH10,,B,C,N,0943,,,43104,,ADN,101,IN,C,,,,,AUT SHIRWAL TESOG,,N10,,2,,1-1718624-2,PC,"1,000",0,0,163.55,0,0.00,0,0.000,0.000,04/07/2025,06/11/2025,
2236216-7,"1pos,fakra ii,plug,rec hsg,assy,codg",ZFRT,,AEO,Z120,80724083,,W767,PH10,,C,C,N,0943,,,41396,,ADN,101,IN,A1,,,,,AUT SHIRWAL TESOG,,P08,,,,2236216-7,PC,"4,800",0,0,321.51,0,0.00,0,0.000,0.000,04/08/2025,06/10/2025,
2141466-1,"4pos,nanomqs,sock hsg,assy,sealed,coda",ZFRT,,ADO,Z100,79388379,,M120,PH10,,A,C,N,0943,,,43155,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,N54,,1,,2141466-1,PC,"6,000",0,0,1483.35,0,0.00,0,0.000,0.000,,05/22/2025,
1802790-1,spacer,ZFRT,,AND,Z130,85534798,,J710,PH10,,B,C,N,0943,,,14010,,AND,278,CZ,B,,,,,AUT KURIM TESOG,,K28,,7,,1802790-1,PC,"2,800",0,0,551.69,0,0.00,0,0.000,0.000,06/20/2025,06/21/2025,
1719040-1,8pos get male connector w. 3 sb's,ZFRT,,AEO,Z130,83736089,,M634,PH10,,A,C,X,0943,,,43071,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,NAA,,2,,1719040-1,PC,864,0,0,631.0,0,0.00,0,0.000,0.000,05/14/2025,07/24/2025,
1802647-2,"cover,charge inlet,ac",ZFRT,,AND,Z120,76805795,,J880,PH10,,C,C,N,0943,,,14003,,AND,278,CZ,C,,,,,AUT KURIM TESOG,,P27,,7,,1802647-2,PC,"1,000",0,0,219.44,0,0.00,0,0.000,0.000,02/14/2025,02/21/2025,
1719261-8,1 pos fakra ii plug hsg codh free,ZFRT,,AEO,Z120,87191385,,W767,PH10,,C,C,X,0943,,,41396,,ADN,101,IN,C,,,,,AUT SHIRWAL TESOG,,P08,,9,,1719261-8,PC,"28,800",0,0,1549.06,0,0.00,0,0.000,0.000,07/05/2025,07/23/2025,09/30/2026
2141466-3,"4pos,nanomqs,rec hsg,sld,cod c",ZFRT,,AEO,Z120,74061181,,M120,PH10,,C,C,N,0943,,,43155,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N54,,1,,2141466-3,PC,"3,000",0,0,745.49,0,0.00,0,0.000,0.000,,03/05/2025,
1802647-1,"cover,charge inlet,ac",ZFRT,,AND,Z120,87022110,,J880,PH10,,C,C,N,0943,,,14003,,AND,278,CZ,C,,,,,AUT KURIM TESOG,,P27,,,,1802647-1,PC,"4,000",0,0,889.19,0,0.00,0,0.000,0.000,07/01/2025,07/06/2025,
144995-5,jpt 9 w seal conn assy,ZFRT,,ADO,Z200,48333320,,M106,PH10,,C,C,N,0943,,,43124,,ADN,101,HU,B,,,,,AUT SHIRWAL TESOG,,N06,,2,,144995-5,PC,"27,720",0,0,24242.1,0,0.00,0,0.000,0.000,11/28/2023,12/04/2023,
1393431-1,v23540m7700y 21=2 pol pot.vert,ZFRT,,AEO,Z20C,84607176,,M270,PH10,,B,C,X,0943,,,43113,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,P16,,1,,1393431-1,PC,"3,000",0,0,468.95,0,0.00,0,0.000,0.000,05/24/2025,08/01/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,86960400,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,880,0,0,8034.42,"15,000",6.00,0,0.000,0.000,06/30/2025,07/15/2025,
Material,material description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Nam,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufactur,Catalog No,UOM,Unrestrict,Restricted,QC Stock,,Safety Sto,SS %,Stock in t,Blocked St,Blocked St,Date of Ma,Last goods,End of lif
1564004-1,"6pos,tab 1.00x0.64,tab hsg,3sb,assy",ZFRT,,ADO,Z120,79851525,,M127,,,C,,X,0943,,,43166,,ADN,101,IN,A,W,,,3052025,AUT SHIRWAL TESOG,,N26,,,,,PC,"1,100",0,0,650.1,0,0.00,0,0.000,0.000,,05/25/2025,
2-1452726-4,2way plug conn. 8mm pitch,ZFRT,,AEO,Z200,84391858,,W767,PH10,,C,C,X,0943,,,41396,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,P08,,,,2-1452726-4,PC,"4,800",0,0,347.11,0,0.00,0,0.000,0.000,05/24/2025,07/24/2025,
1952075-5,"coil,160b connector housing-type3",ZFRT,,AEO,Z130,82432059,,E951,PH10,,A,C,N,0943,,,43061,,AEO,101,IN,B,,,,,AUT SHIRWAL TESOG,,K27,,3,,1952075-5,PC,"2,700",0,0,2237.07,0,0.00,0,0.000,0.000,04/26/2025,08/01/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,83083987,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,40,0,0,365.2,"15,000",0.00,0,0.000,0.000,05/06/2025,05/12/2025,
2317939-1,"10pos,econoseal,rec hsg assy,sld,cod 1",ZFRT,,ADO,Z200,82557389,,M099,PH10,,B,C,N,0943,,,43098,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N34,,1,,2317939-1,PC,"3,200",0,0,1193.59,0,0.00,0,0.000,0.000,04/28/2025,07/11/2025,
144907-1,9p module hsg for jpt,ZHLB,,AL2,Z200,47821311,,M289,PH10,,C,C,N,0943,,,43186,,AL2,101,HU,D,,,,,AUT SHIRWAL TESOG,,N03,,,,144907-1,PC,"2,700",0,0,421.09,0,0.00,0,0.000,0.000,11/01/2023,08/05/2024,
144907-1,9p module hsg for jpt,ZHLB,,AL2,Z200,47844846,,M289,PH10,,C,C,N,0943,,,43186,,AL2,101,HU,D,,,,,AUT SHIRWAL TESOG,,N03,,,,144907-1,PC,"13,500",0,0,2105.44,0,0.00,0,0.000,0.000,11/02/2023,05/16/2024,
1952075-5,"coil,160b connector housing-type3",ZFRT,,AEO,Z130,82535552,,E951,PH10,,A,C,N,0943,,,43061,,AEO,101,IN,B,,,,,AUT SHIRWAL TESOG,,K27,,3,,1952075-5,PC,"1,350",0,0,1118.54,0,0.00,0,0.000,0.000,04/28/2025,08/01/2025,
1-1718628-1,"amp mcp 2.8 hsg. 4pos.,ass'y",ZFRT,,AEO,Z100,83205785,,M105,PH10,,B,C,X,0943,,,43104,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N10,,2,,1-1718628-1,PC,"1,400",0,0,286.04,0,0.00,0,0.000,0.000,05/07/2025,07/16/2025,
1452725-3,2way jack conn. 8mm pitch,ZFRT,,AEO,Z200,78908611,,W767,PH10,,C,C,X,0943,,,41396,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,P08,,8,,1452725-3,PC,"3,000",0,0,244.82,0,0.00,0,0.000,0.000,03/12/2025,05/22/2025,09/30/2035
2236374-1,lever,ZFRT,,AND,Z100,85814142,,M237,PH10,,B,C,N,0943,,,43169,,AND,101,CZ,B,,,,,AUT KURIM TESOG,,N02,,1,,2236374-1,PC,"30,800",0,0,1592.14,0,0.00,0,0.000,0.000,06/18/2025,06/20/2025,
1-1718624-2,2 pos hsg amp mcp 2.8 assy,ZFRT,,AEO,Z100,80856615,,M105,PH10,,B,C,N,0943,,,43104,,ADN,101,IN,C,,,,,AUT SHIRWAL TESOG,,N10,,2,,1-1718624-2,PC,"6,000",0,0,981.28,0,0.00,0,0.000,0.000,04/10/2025,06/30/2025,
1-1718628-1,"amp mcp 2.8 hsg. 4pos.,ass'y",ZFRT,,AEO,Z100,82867580,,M105,PH10,,B,C,X,0943,,,43104,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N10,,2,,1-1718628-1,PC,"11,900",0,0,2431.36,0,0.00,0,0.000,0.000,05/03/2025,07/16/2025,
2141462-1,"4pos,nanomqs,rec hsg,coda",ZHLB,,AL2,Z200,79235323,,M120,PH10,,B,C,N,0943,,,43155,,AL2,101,HU,B,,,,,AUT SHIRWAL TESOG,,N54,,,,2141462-1,PC,"100,000",0,0,2921.65,0,0.00,0,0.000,0.000,03/24/2025,07/19/2025,
2236290-1,cover fam. seal mcon 0.5 cb,ZHLB,,AND,Z100,87130242,,M094,PH10,,B,C,N,0943,,,43155,,AND,101,CZ,B,,,,,AUT KURIM TESOG,,N54,,7,,2236290-1,PC,"14,000",0,0,373.46,0,0.00,0,0.000,0.000,07/08/2025,07/30/2025,
2-2236516-1,"80pos,0.64 gener. y,rec hsg,assy,sld",ZFRT,,ADO,Z120,83271626,,M638,PH10,,A,C,N,0943,,,43069,,ADN,101,IN,G,,,,,AUT SHIRWAL TESOG,,NAC,,2,,2-2236516-1,PC,60,0,0,79.64,0,0.00,0,0.000,0.000,05/08/2025,07/11/2025,
1952075-5,"coil,160b connector housing-type3",ZFRT,,AEO,Z130,82241101,,E951,PH10,,A,C,N,0943,,,43061,,AEO,101,IN,B,,,,,AUT SHIRWAL TESOG,,K27,,3,,1952075-5,PC,"1,080",0,0,894.83,0,0.00,0,0.000,0.000,04/24/2025,07/03/2025,
1719040-1,8pos get male connector w. 3 sb's,ZFRT,,AEO,Z130,84163251,,M634,PH10,,A,C,X,0943,,,43071,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,NAA,,2,,1719040-1,PC,864,0,0,631.0,0,0.00,0,0.000,0.000,05/19/2025,07/24/2025,
2-1452726-8,2way plug conn. pitch 8mm fakra 2,ZFRT,,AEO,Z100,85522079,,W767,PH10,,B,C,X,0943,,,41396,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,P08,,,,2-1452726-8,PC,"2,400",0,0,180.04,0,0.00,0,0.000,0.000,06/20/2025,06/30/2025,
1719040-1,8pos get male connector w. 3 sb's,ZFRT,,AEO,Z130,83010560,,M634,PH10,,A,C,X,0943,,,43071,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,NAA,,2,,1719040-1,PC,"1,728",0,0,1262.0,0,0.00,0,0.000,0.000,05/05/2025,07/11/2025,
1452179-1,"door latch hdr,ln10",ZFRT,,AEO,Z120,68131296,,M709,PH10,,C,C,X,0943,,,43091,,ADN,101,IN,F,,,,,AUT SHIRWAL TESOG,,NAU,,2,,1452179-1,PC,240,0,0,167.48,0,0.00,0,0.000,0.000,10/11/2024,10/30/2024,
1393431-1,v23540m7700y 21=2 pol pot.vert,ZFRT,,AEO,Z20C,84486421,,M270,PH10,,B,C,X,0943,,,43113,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,P16,,1,,1393431-1,PC,"6,000",0,0,937.89,0,0.00,0,0.000,0.000,05/22/2025,08/01/2025,
2302456-9,"6-port matenet frame, utp, cod z",ZHLB,,AND,Z200,35805461,,EF21,PH10,,C,C,N,0943,,,41393,,AND,101,CH,A,,,,,AUT KURIM TESOG,,P06,,2,,2302456-9,PC,"9,000",0,0,756.61,0,0.00,0,0.000,0.000,11/16/2021,09/03/2024,
1802110-2,"cover,matenet sealed protection, stp",ZHLB,,AND,Z130,88455154,,EF21,PH10,,B,C,N,0943,,,41393,,AND,101,CZ,B,,,,,AUT KURIM TESOG,,P06,,2,,1802110-2,PC,"115,000",0,0,2808.47,0,0.00,0,0.000,0.000,07/26/2025,07/29/2025,
1337352-1,e3 receptacle conn. assy.,ZFRT,,AEO,Z100,81219012,,J968,PH10,,A,C,X,0943,,,42054,,ADN,284,IN,E,,,,,AUT SHIRWAL TESOG,,H83,,,,1337352-1,PC,"28,800",0,0,10457.87,0,0.00,0,0.000,0.000,04/14/2025,06/30/2025,
2-2236523-1,"80pos,0.64 male gen. y,tab hsg,assy,sld",ZFRT,,ADO,Z120,83650551,,M638,PH10,,A,C,N,0943,,,43069,,ADN,101,IN,G,,,,,AUT SHIRWAL TESOG,,NAC,,2,,2-2236523-1,PC,"1,248",0,0,1444.64,0,0.00,0,0.000,0.000,05/13/2025,07/17/2025,
1452725-4,2way jack conn. 8mm pitch,ZFRT,,AEO,Z200,32155061,,W767,NR10,,C,C,X,0493,,,41396,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,P08,,,,1452725-4,PC,"3,000",0,0,175.08,0,0.00,0,0.000,0.000,04/28/2021,06/25/2021,
1-2282183-1,"cover,mqs",ZHLB,,AND,Z130,86737910,,M133,PH10,,B,C,N,0943,,,43169,,AND,101,CZ,B,,,,,AUT KURIM TESOG,,N02,,,,1-2282183-1,PC,"20,000",0,0,678.86,0,0.00,0,0.000,0.000,06/27/2025,07/18/2025,
2-1719081-1,pinheader 12-pos mqs,ZFRT,,ADO,Z200,45871792,,M185,PH10,,C,C,X,0943,,,43170,,ADN,101,HU,A,,,,,AUT SHIRWAL TESOG,,N04,,,,2-1719081-1,PC,924,0,0,386.26,0,0.00,0,0.000,0.000,07/25/2023,07/26/2023,
1719012-1,socket hsg 20 pos mqs,ZHLB,,ADO,Z120,85815162,,M185,,,B,,X,0943,,,43170,,ADN,101,IN,A,W,,,3213111,AUT SHIRWAL TESOG,,N04,,,,,PC,600,0,0,922.41,0,0.00,0,0.000,0.000,06/13/2025,06/24/2025,
1745078-1,amp mcp 2.8k - rec. housing,ZFRT,,AEO,Z120,85033846,,M105,PH10,,B,C,X,0943,,,43104,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N10,,2,,1745078-1,PC,"2,000",0,0,751.85,0,0.00,0,0.000,0.000,06/04/2025,06/26/2025,
1-1718628-1,"amp mcp 2.8 hsg. 4pos.,ass'y",ZFRT,,AEO,Z100,83316933,,M105,PH10,,B,C,X,0943,,,43104,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N10,,2,,1-1718628-1,PC,"1,400",0,0,286.04,0,0.00,0,0.000,0.000,05/09/2025,07/16/2025,
1952122-1,"assembly, delete cap, 4 position, mqs",ZFRT,,AEO,Z200,2110675617,,J758,PH10,,C,C,N,0943,,,43169,,CO4,101,IN,A,,,,,AUT SHIRWAL TESOG,,N02,,9,,1952122-1,PC,"2,200",0,0,9922.18,0,0.00,0,0.000,0.000,03/12/2021,09/10/2021,09/30/2035
1719040-1,8pos get male connector w. 3 sb's,ZFRT,,AEO,Z130,82605070,,M634,PH10,,A,C,X,0943,,,43071,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,NAA,,2,,1719040-1,PC,432,0,0,315.5,0,0.00,0,0.000,0.000,04/29/2025,07/11/2025,
2236082-1,4pos mqs tab,ZFRT,,AND,Z100,85837215,,M133,PH10,,B,C,N,0943,,,43169,,AND,101,CZ,A,,,,,AUT KURIM TESOG,,N02,,1,,2236082-1,PC,"40,000",0,0,1333.91,0,0.00,0,0.000,0.000,06/14/2025,06/19/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,86226120,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,520,0,0,4747.61,"15,000",3.00,0,0.000,0.000,06/19/2025,07/03/2025,
1564004-3,"6pos,tab 1.00x0.64,tab hsg,assy",ZFRT,,ADO,Z120,86252821,,M127,PH10,,B,C,N,0943,,,43166,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N26,,9,,1564004-3,PC,"1,100",0,0,435.38,0,0.00,0,0.000,0.000,06/19/2025,07/31/2025,09/30/2037
2-1452726-9,2way plug conn. 8mm pitch,ZFRT,,AEO,Z120,87369434,,W767,PH10,,C,C,X,0943,,,41396,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,P08,,7,,2-1452726-9,PC,"31,200",0,0,2336.41,0,0.00,0,0.000,0.000,07/08/2025,07/24/2025,
2314183-1,"hall,sensor complete,p628",ZFRT,,AEO,Z200,80248883,,YC43,PH10,,B,X,N,0943,,,42262,,ADN,305,IN,A,,,,,AUT SHIRWAL TESOG,,P74,,,,2314183-1,PC,"1,200",0,0,2261.79,0,0.00,0,0.000,0.000,04/11/2025,06/19/2025,
1952024-1,p202 hall sensor cps- cable assy,ZFRT,,AEO,Z200,6502701115,,Y370,SY10,,C,X,X,1271,,,42260,,ADN,305,IN,B,,,,,AUT SHIRWAL TESOG,,P72,,,,1952024-1,PC,100,0,0,388.87,0,0.00,0,0.000,0.000,11/15/2014,03/22/2021,
1337245-3,hsg assy dia 1.5mm socketlatch,ZHLB,,AEO,Z120,83802725,,J653,PH10,,A,C,X,0943,,,42044,,ADN,284,IN,C,,,,,AUT SHIRWAL TESOG,,J93,,,,1337245-3,PC,"4,000",0,0,898.74,0,0.00,0,0.000,0.000,05/16/2025,07/24/2025,
1534136-1,mcp2.8 geh 8p,ZFRT,,AND,Z130,83836589,,M131,PH10,,C,C,X,0943,,,43104,,AND,101,CZ,A,,,,,AUT KURIM TESOG,,N10,,2,,1534136-1,PC,"3,600",0,0,160.56,0,0.00,0,0.000,0.000,05/26/2025,06/11/2025,
1802685-2,"cable guide,grid ac 3w",ZHLB,,AND,Z120,85205760,,J880,PH10,,C,C,N,0943,,,14003,,AND,278,CZ,A,,,,,AUT KURIM TESOG,,P27,,7,,1802685-2,PC,"7,500",0,0,1062.92,0,0.00,0,0.000,0.000,06/16/2025,06/18/2025,
2141040-1,"fuse box assy,hard wired,type a",ZFRT,,ADO,Z130,87945388,,L931,PH10,,A,C,X,0943,,,43059,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,127,,3,,2141040-1,PC,"1,218",0,0,6066.45,0,0.00,0,0.000,0.000,07/16/2025,07/31/2025,
2-2236516-1,"80pos,0.64 gener. y,rec hsg,assy,sld",ZFRT,,ADO,Z120,87143579,,M638,PH10,,A,C,N,0943,,,43069,,ADN,101,IN,G,,,,,AUT SHIRWAL TESOG,,NAC,,2,,2-2236516-1,PC,420,0,0,557.51,0,0.00,0,0.000,0.000,07/03/2025,07/17/2025,
2-2236516-1,"80pos,0.64 gener. y,rec hsg,assy,sld",ZFRT,,ADO,Z120,83800547,,M638,PH10,,A,C,N,0943,,,43069,,ADN,101,IN,G,,,,,AUT SHIRWAL TESOG,,NAC,,2,,2-2236516-1,PC,660,0,0,876.07,0,0.00,0,0.000,0.000,05/15/2025,07/20/2025,
2-1452726-5,2way plug conn. 8mm pitch,ZFRT,,AEO,Z200,80401640,,W767,PH10,,C,C,X,0943,,,41396,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,P08,,7,,2-1452726-5,PC,"9,600",0,0,684.81,0,0.00,0,0.000,0.000,04/07/2025,06/19/2025,
1-1718624-1,2 pos hsg amp mcp 2.8 assy,ZFRT,,AEO,Z120,82377073,,M105,PH10,,C,C,X,0943,,,43104,,ADN,101,IN,C,,,,,AUT SHIRWAL TESOG,,N10,,2,,1-1718624-1,PC,"1,000",0,0,163.55,0,0.00,0,0.000,0.000,04/25/2025,07/16/2025,
1-2236520-1,"lever, female housing, 80 way",ZHLB,,AL2,Z120,86519818,,M638,PH10,,A,C,N,0943,,,43069,,AL2,101,HU,C,,,,,AUT SHIRWAL TESOG,,NAC,,,,1-2236520-1,PC,"8,400",0,0,1881.65,0,0.00,0,0.000,0.000,07/08/2025,07/13/2025,
1952075-5,"coil,160b connector housing-type3",ZFRT,,AEO,Z130,82326590,,E951,PH10,,A,C,N,0943,,,43061,,AEO,101,IN,B,,,,,AUT SHIRWAL TESOG,,K27,,3,,1952075-5,PC,810,0,0,671.12,0,0.00,0,0.000,0.000,04/25/2025,06/11/2025,
2141466-1,"4pos,nanomqs,sock hsg,assy,sealed,coda",ZFRT,,ADO,Z100,82125014,,M120,PH10,,A,C,N,0943,,,43155,,ADN,101,IN,B,,,,,AUT SHIRWAL TESOG,,N54,,1,,2141466-1,PC,"3,000",0,0,741.67,0,0.00,0,0.000,0.000,04/23/2025,06/30/2025,
2141462-2,"4pos,nanomqs,rec hsg,cod b",ZHLB,,AL2,Z200,70745990,,M120,PH10,,C,C,N,0943,,,43155,,AL2,101,HU,A,,,,,AUT SHIRWAL TESOG,,N54,,,,2141462-2,PC,"35,000",0,0,1069.84,"80,000",44.00,0,0.000,0.000,11/07/2024,04/22/2025,
1-1718627-1,"amp mcp 2.8 hsg. 3pos.,ass'y",ZFRT,,AEO,Z120,87482268,,M105,PH10,,C,C,X,0943,,,43104,,ADN,101,IN,A,,,,,AUT SHIRWAL TESOG,,N10,,3,,1-1718627-1,PC,"1,600",0,0,251.16,0,0.00,0,0.000,0.000,07/09/2025,07/17/2025,
1-2236520-1,"lever, female housing, 80 way",ZHLB,,AL2,Z120,88360431,,M638,PH09,,A,C,N,0943,,,43069,,AL2,101,HU,C,,,,,AUT SHIRWAL TESOG,,NAC,,,,1-2236520-1,PC,"1,200",0,0,268.81,0,0.00,0,0.000,0.000,07/30/2025,08/01/2025,
2378368-2,cable harness lv,ZFRT,,ADO,Z120,86806741,,M248,PH10,,A,C,N,0943,,,43058,,AEO,101,IN,C,,,,,AUT SHIRWAL TESOG,,895,,7,,2378368-2,PC,"1,000",0,0,9130.02,"15,000",7.00,0,0.000,0.000,06/27/2025,07/15/2025,
